id,source_dataset,categoria,subcategoria,nombre,descripcion,municipio,territorio,lat,lon,direccion,telefono,web,ficha_turismo,google_place_id,google_rating,google_num_reviews,google_match_conf
txk_00051,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,BYBLOS TOURS,,Vitoria-Gasteiz,ARABA,42.8433061901901,-2.6829027210113,,,http://www.byblostours.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077202_n3_rec_turismo/es_77202/77202-ficha2.html,,,,no_cache
txk_00052,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,CARREFOUR-SOPELANA BIDAIAK,,Sopela,BIZKAIA,43.3812430251359,-2.98180007282328,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077207_n3_rec_turismo/es_77207/77207-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077207_n3_rec_turismo/es_77207/77207-ficha2.html,,,,no_cache
txk_00053,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,COLECTIVIA.COM,,Erandio,BIZKAIA,43.308129873442,-2.97705028546288,,,www.colectivia.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077209_n3_rec_turismo/es_77209/77209-ficha2.html,,,,no_cache
txk_00054,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,DESKONTALIA,,Donostia / San Sebastián,GIPUZKOA,43.3266884881635,-1.9678606024866,,,www.deskontalia.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077211_n3_rec_turismo/es_77211/77211-ficha2.html,,,,no_cache
txk_00055,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,EMY BIDAIAK,,Donostia / San Sebastián,GIPUZKOA,43.3029568719875,-1.97713649102268,,,www.emy.org,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077219_n3_rec_turismo/es_77219/77219-ficha2.html,,,,no_cache
txk_00056,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,EQUINOCCIO VIAJES,,Sestao,BIZKAIA,43.3085650241545,-3.00104949867845,,,www.equinoccioviajes.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077221_n3_rec_turismo/es_77221/77221-ficha2.html,,,,no_cache
txk_00057,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,EQUINOCCIO VIAJES,,Donostia / San Sebastián,GIPUZKOA,43.316163462317,-1.97984968630349,,,https://equinoccioviajes.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077222_n3_rec_turismo/es_77222/77222-ficha2.html,,,,no_cache
txk_00058,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,ERANDIO BIDAIAK,,Erandio,BIZKAIA,43.3044757561776,-2.97418205009092,,,http://www.erandiobidaiak.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077223_n3_rec_turismo/es_77223/77223-ficha2.html,,,,no_cache
txk_00059,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,AZULMARINO,,Bilbao,BIZKAIA,43.2419378899476,-2.92482125574471,,,https://www.azulmarino.com/es-es,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077225_n3_rec_turismo/es_77225/77225-ficha2.html,,,,no_cache
txk_00060,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,EUROTRIP,,Donostia / San Sebastián,GIPUZKOA,43.3196642403885,-1.97940569437042,,,www.viajeseurotrip.es,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077229_n3_rec_turismo/es_77229/77229-ficha2.html,,,,no_cache
txk_00061,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,FEELFREERENTALS.COM,,Donostia / San Sebastián,GIPUZKOA,43.3238161943217,-1.97790536298818,,,www.feelfreerentals.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077231_n3_rec_turismo/es_77231/77231-ficha2.html,,,,no_cache
txk_00062,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,FLORIDA CARIBE,,Ordizia,GIPUZKOA,43.0529726679435,-2.18154599240916,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077232_n3_rec_turismo/es_77232/77232-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077232_n3_rec_turismo/es_77232/77232-ficha2.html,,,,no_cache
txk_00063,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,FRESCO TOURS,,Bilbao,BIZKAIA,43.2635728763299,-2.93222959651127,,,https://frescotours.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077235_n3_rec_turismo/es_77235/77235-ficha2.html,,,,no_cache
txk_00064,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,GETXO TOURS,,Leioa,BIZKAIA,43.3252260269803,-3.01243002118064,,,www.getxotours.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077240_n3_rec_turismo/es_77240/77240-ficha2.html,,,,no_cache
txk_00065,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,GETXOPORT,,Getxo,BIZKAIA,43.3275586968216,-2.98373604284562,,,getxoport.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077241_n3_rec_turismo/es_77241/77241-ficha2.html,,,,no_cache
txk_00066,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,GO BASQUING,,Getxo,BIZKAIA,43.3409292381444,-3.00258902581263,,,https://gobasquing.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077243_n3_rec_turismo/es_77243/77243-ficha2.html,,,,no_cache
txk_00067,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,GS INCOMING,,Donostia / San Sebastián,GIPUZKOA,43.3235317525369,-1.97899862593513,,,https://www.gsincoming.com/en/home,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077244_n3_rec_turismo/es_77244/77244-ficha2.html,,,,no_cache
txk_00068,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,HAGOOS,,Donostia / San Sebastián,GIPUZKOA,43.3115163960397,-2.00281017211037,,,https://www.hagoos.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077246_n3_rec_turismo/es_77246/77246-ficha2.html,,,,no_cache
txk_00069,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,HALCÓN VIAJES,,Elorrio,BIZKAIA,43.1290936575645,-2.54053608410657,,,https://www.halconviajes.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077248_n3_rec_turismo/es_77248/77248-ficha2.html,,,,no_cache
txk_00070,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,HERNANI BIDAIAK,,Hernani,GIPUZKOA,43.2670417818861,-1.97540626673171,,,www.hernanibidaiak.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077254_n3_rec_turismo/es_77254/77254-ficha2.html,,,,no_cache
txk_00071,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,HERNANI TRAVEL,,Tolosa,GIPUZKOA,43.1368364030624,-2.07121949413288,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077255_n3_rec_turismo/es_77255/77255-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077255_n3_rec_turismo/es_77255/77255-ficha2.html,,,,no_cache
txk_00072,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,INBASQUE,,Donostia / San Sebastián,GIPUZKOA,43.3060291777049,-1.97405610251262,,,https://inbasque.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077257_n3_rec_turismo/es_77257/77257-ficha2.html,,,,no_cache
txk_00073,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,INEDITAL VIAJES,,Bilbao,BIZKAIA,43.2629635334252,-2.94094440100951,,,http://www.inedital.com/#,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077258_n3_rec_turismo/es_77258/77258-ficha2.html,,,,no_cache
txk_00074,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,JUDIMENDI BIDAIAK,,Vitoria-Gasteiz,ARABA,42.8462646977594,-2.65995350685921,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077259_n3_rec_turismo/es_77259/77259-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077259_n3_rec_turismo/es_77259/77259-ficha2.html,,,,no_cache
txk_00075,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,KOBA TOURS,,Bilbao,BIZKAIA,43.2596785713589,-2.93247560917998,,,www.kobatours.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077267_n3_rec_turismo/es_77267/77267-ficha2.html,,,,no_cache
txk_00076,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,KORKULA TOURS,,Vitoria-Gasteiz,ARABA,42.8486199349949,-2.67528024201193,,,http://www.korkulatours.es,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077269_n3_rec_turismo/es_77269/77269-ficha2.html,,,,no_cache
txk_00077,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,LIBE BIDAIAK,,Amorebieta-Etxano,BIZKAIA,43.2185185532038,-2.73219771146416,,,http://libebidaiak.grupoairmet.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077274_n3_rec_turismo/es_77274/77274-ficha2.html,,,,no_cache
txk_00078,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,LOIOLA BIDAIAK,,Azkoitia,GIPUZKOA,43.1800400118178,-2.31342391221618,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077275_n3_rec_turismo/es_77275/77275-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077275_n3_rec_turismo/es_77275/77275-ficha2.html,,,,no_cache
txk_00079,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,MY WAY VIAJES,,Bilbao,BIZKAIA,43.2589647657158,-2.93710874902866,,,www.mywayviajes.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077282_n3_rec_turismo/es_77282/77282-ficha2.html,,,,no_cache
txk_00080,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,N.I.S. NORTH INCOMING SERVICE,,Bilbao,BIZKAIA,43.2552420047785,-2.90844712759804,,,https://nis.es/nis-dmc/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077283_n3_rec_turismo/es_77283/77283-ficha2.html,,,,no_cache
txk_00081,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,NOAOA BIDAIAK,,Lasarte-Oria,GIPUZKOA,43.2689364358562,-2.02226975871211,,,https://noaoa.eus/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077284_n3_rec_turismo/es_77284/77284-ficha2.html,,,,no_cache
txk_00082,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,Noma Bidaiak,,Bilbao,BIZKAIA,43.262333239683,-2.94163689895511,,,http://nomabidaiak.grupoairmet.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077285_n3_rec_turismo/es_77285/77285-ficha2.html,,,,no_cache
txk_00083,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,OVER MAVEC TOURS,,Urnieta,GIPUZKOA,43.2482474841659,-1.99324581992509,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077292_n3_rec_turismo/es_77292/77292-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077292_n3_rec_turismo/es_77292/77292-ficha2.html,,,,no_cache
txk_00084,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,PREMIER CLASS BIDAIAK,,Eibar,GIPUZKOA,43.1843586,-2.47241107,,,https://www.viajespremier.net/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077300_n3_rec_turismo/es_77300/77300-ficha2.html,,,,no_cache
txk_00085,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,"RIOJA ALAVESA TURISMO (GETXOPORT, CAZAVENTURAS, +VALOR CONSULTING, EL DESTINO + TOP)",,Labastida/Bastida,ARABA,42.5915927432737,-2.79297228654844,,,https://riojaalavesaturismo.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077301_n3_rec_turismo/es_77301/77301-ficha2.html,,,,no_cache
txk_00086,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,ROMOTUR,,Bilbao,BIZKAIA,43.2571006632731,-2.94210667190305,,,https://www.romotur.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077302_n3_rec_turismo/es_77302/77302-ficha2.html,,,,no_cache
txk_00087,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,SAN ROQUE BIDAIAK,,Portugalete,BIZKAIA,43.3191349013671,-3.01815748087536,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077303_n3_rec_turismo/es_77303/77303-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077303_n3_rec_turismo/es_77303/77303-ficha2.html,,,,no_cache
txk_00088,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,STI SERVICIOS TURISTICOS INTEGRALES,,Galdakao,BIZKAIA,43.2285367367684,-2.84035058891691,,,http://www.stipaisvasco.com/cas/index.php,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077311_n3_rec_turismo/es_77311/77311-ficha2.html,,,,no_cache
txk_00089,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,STOP,,Mundaka,BIZKAIA,43.40665102,-2.69788597,,,https://stop.es/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077312_n3_rec_turismo/es_77312/77312-ficha2.html,,,,no_cache
txk_00090,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,THABUCA WINE TOURS,,Labastida/Bastida,ARABA,42.5907236111346,-2.79792283289462,,,https://winetoursrioja.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077314_n3_rec_turismo/es_77314/77314-ficha2.html,,,,no_cache
txk_00091,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,TORNAVIAJES,,Vitoria-Gasteiz,ARABA,42.8667966680085,-2.69115461389296,,,http://www.tornaviajes.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077316_n3_rec_turismo/es_77316/77316-ficha2.html,,,,no_cache
txk_00092,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,VIAJAR A LA CARTA,,Donostia / San Sebastián,GIPUZKOA,43.3209652919336,-1.98427842271221,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077324_n3_rec_turismo/es_77324/77324-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077324_n3_rec_turismo/es_77324/77324-ficha2.html,,,,no_cache
txk_00093,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,VIAJEMANIA,,Andoain,GIPUZKOA,43.2119753778764,-2.02660726757966,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077325_n3_rec_turismo/es_77325/77325-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077325_n3_rec_turismo/es_77325/77325-ficha2.html,,,,no_cache
txk_00094,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,VIAJES AMAIA,,Bermeo,BIZKAIA,43.4196277726178,-2.7265213359423,,,www.viajesamaia.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077333_n3_rec_turismo/es_77333/77333-ficha2.html,,,,no_cache
txk_00095,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,VIAJES AMAIA,,Bilbao,BIZKAIA,43.2661146277306,-2.93174130716026,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077334_n3_rec_turismo/es_77334/77334-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077334_n3_rec_turismo/es_77334/77334-ficha2.html,,,,no_cache
txk_00096,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,VIAJES ARABA,,Vitoria-Gasteiz,ARABA,42.8479508370815,-2.67488229881945,,,viajesaraba@viajesaraba.es,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077336_n3_rec_turismo/es_77336/77336-ficha2.html,,,,no_cache
txk_00097,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,VIAJES ARABA,,Laudio/Llodio,ARABA,43.1417089315812,-2.96456835976723,,,www.viajesaraba.es,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077337_n3_rec_turismo/es_77337/77337-ficha2.html,,,,no_cache
txk_00098,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,VIAJES ARBIDEA,,Bilbao,BIZKAIA,43.2563959668236,-2.91046458289025,,,http://arbidea.grupoairmet.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077340_n3_rec_turismo/es_77340/77340-ficha2.html,,,,no_cache
txk_00099,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,VIAJES ARZABE,,Bilbao,BIZKAIA,43.2607315413026,-2.92847124784385,,,www.arzabe.es,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077344_n3_rec_turismo/es_77344/77344-ficha2.html,,,,no_cache
txk_00100,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,VIAJES ARZABE,,Galdakao,BIZKAIA,43.2305439587586,-2.84166555074991,,,www.arzabe.es,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077345_n3_rec_turismo/es_77345/77345-ficha2.html,,,,no_cache
txk_00101,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,VIAJES ARZABE,,Güeñes,BIZKAIA,43.2001685688797,-3.04909287431463,,,www.arzabe.es,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077346_n3_rec_turismo/es_77346/77346-ficha2.html,,,,no_cache
txk_00102,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,VIAJES ARZABE,,Zalla,BIZKAIA,43.2136013364546,-3.13151341636589,,,www.arzabe.es,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077347_n3_rec_turismo/es_77347/77347-ficha2.html,,,,no_cache
txk_00103,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,VIAJES BARAKALDO BIDAIAK,,Barakaldo,BIZKAIA,43.2978710191175,-2.98744644658542,,,www.viajesleioa.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077355_n3_rec_turismo/es_77355/77355-ficha2.html,,,,no_cache
txk_00104,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,VIAJES BIDASOA,,Vitoria-Gasteiz,ARABA,42.8519836218045,-2.66727825289229,,,www.viajes bidasoa.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077362_n3_rec_turismo/es_77362/77362-ficha2.html,,,,no_cache
txk_00105,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,BIZ.JOMABIDAIAK,,Amorebieta-Etxano,BIZKAIA,43.2181999241726,-2.73123105970456,,,www.bizkargibidaiak.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077365_n3_rec_turismo/es_77365/77365-ficha2.html,,,,no_cache
txk_00106,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,VIAJES DODEL,,Bilbao,BIZKAIA,43.2577033675673,-2.93891999665137,,,https://www.viajesdodel.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077372_n3_rec_turismo/es_77372/77372-ficha2.html,,,,no_cache
txk_00107,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,VIAJES EASO,,Donostia / San Sebastián,GIPUZKOA,43.3211065149271,-1.9811982450694,,,www.viajeseaso.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077375_n3_rec_turismo/es_77375/77375-ficha2.html,,,,no_cache
txk_00108,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,VIAJES ECUADOR BIDAIAK,,Berango,BIZKAIA,43.3648322479143,-2.99994148234906,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077378_n3_rec_turismo/es_77378/77378-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077378_n3_rec_turismo/es_77378/77378-ficha2.html,,,,no_cache
txk_00109,agencias_de_viaje_v2,Otros,agencias_de_viaje_v2,VIAJES EL CAMINANTE,,Vitoria-Gasteiz,ARABA,42.8530369057368,-2.67710988965314,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077381_n3_rec_turismo/es_77381/77381-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/n_negocios/0000077381_n3_rec_turismo/es_77381/77381-ficha2.html,,,,no_cache
